val_loss,val_acc,loss,acc
2.6096747254216393,0.27906976728191957,2.971762067435667,0.21592603637940108
2.2768164824074626,0.36985688703217956,2.437045505357578,0.3298538622203505
2.181574954969512,0.3962432915921288,2.232991962146541,0.3679292176219907
2.120640988853195,0.40787119867550026,2.1138810873718974,0.39586440003976536
2.0068888600269243,0.42352415000176813,2.0168093809942587,0.4285714285892051
1.9243558540753687,0.4463327371903524,1.8702017021340374,0.45630778407100087
1.9677917257831008,0.44543828275421227,1.762201981701402,0.4851376876517951
1.875255783043522,0.46109123445367556,1.6494128367857948,0.516154687362443
1.8408944073644649,0.4754025041523901,1.5317647622562875,0.54538224475594
1.8871019347195974,0.4691413235259184,1.3976722194987532,0.5837558405585858
1.9176343937466098,0.4646690515584724,1.2468872489364142,0.626006561258771
1.9285394471531905,0.47629695864184385,1.0947965546303258,0.6734267819922064
2.0191275621356177,0.4745080498761909,0.9347085127099061,0.7212943632330829
2.124940963891836,0.4597495529327495,0.7786071194854856,0.7698081320092246
2.186008023021473,0.46198568851662025,0.6353678418054343,0.8180733671576119
2.280085172550836,0.4633273701974872,0.5003095855591062,0.8634059051536331
2.3722794977198345,0.4601967801774764,0.39500038565028817,0.8965602942460668
2.5299986688310216,0.45840787146513706,0.2946196440579534,0.9280246545204479
2.638068075896589,0.4485688727742231,0.23114466082328047,0.9484541206701647
2.686141929814129,0.44856887288085034,0.18349470935805628,0.96043344268814
2.7948005152516373,0.44901610012557724,0.14758936054682398,0.9715180435430958
2.847879098438406,0.45080500878460295,0.12418868119466114,0.9759419425212432
2.9086676868001975,0.45304114516817817,0.11225747007764421,0.9775325579083408
2.992836493712205,0.442754919285851,0.0905814779079278,0.9848394472611591
3.032204113194256,0.44991055440177646,0.09401887529044943,0.9806143751982512
3.044039265201002,0.44677996416851107,0.11940751003438667,0.9723630579580476
3.091137861736345,0.44946332758355867,0.11194670448330243,0.9734068992763879
