loss,acc,val_loss,val_acc
2.932206001110136,0.2276071161031723,2.589680807748293,0.3032200336456299
2.417071625280717,0.33651456236839294,2.3030695804329806,0.35822898149490356
2.23393584068045,0.3676309883594513,2.195496063112999,0.3913238048553467
2.1128648105204753,0.4009841978549957,2.1358585464293287,0.39713773131370544
2.0526250548196345,0.42409783601760864,2.110858910412183,0.4190518856048584
1.9235929899915383,0.4550154209136963,2.0107714155279033,0.4512522220611572
1.827311011701778,0.4848891496658325,2.1108969904229125,0.4485688805580139
1.7193057426627463,0.5058653950691223,1.877286815899216,0.46645796298980713
1.5630880753768108,0.53807532787323,1.8434077684695904,0.480322003364563
1.4329656990044444,0.5732676982879639,1.8294853613926814,0.4838998317718506
1.298533971651682,0.6101003885269165,1.8329262196058025,0.4883720874786377
1.1587461773485748,0.6557809114456177,1.8761387481245884,0.4838998317718506
1.013606903904747,0.694104790687561,1.941652702517501,0.48613595962524414
0.87418134284311,0.7400338053703308,1.9658692595357332,0.48881933093070984
0.7420267756872426,0.7792524099349976,2.0353312562744605,0.49239712953567505
0.6096181586978805,0.8213540315628052,2.1193957085686206,0.4874776303768158
0.49937607312560356,0.8580375909805298,2.2115494492655365,0.4847942888736725
0.410583792096377,0.8849289417266846,2.2782322584196577,0.48255813121795654
0.33056597857526715,0.912367045879364,2.412248747080085,0.480322003364563
0.26703052471748034,0.9322994351387024,2.4503959705236773,0.47719141840934753
0.2199140544712265,0.9461675882339478,2.548239657192196,0.4758497178554535
0.19438543124101262,0.9522318243980408,2.57916796442008,0.480322003364563
0.16106137182540953,0.963714063167572,2.6679270131003663,0.4740608334541321
0.14486655127470058,0.9662988185882568,2.7362339236442006,0.4686940908432007
0.1296539670273992,0.9699771404266357,2.7390080632805183,0.48076921701431274
