loss,acc,val_loss,val_acc
2.771762085097099,0.260727196931839,2.3466886526184894,0.3569715619087219
2.3819798754756163,0.3551875054836273,2.1293132785004514,0.4018499553203583
2.1283636246820463,0.4005330204963684,1.9943945879558864,0.42822885513305664
1.9806165286343187,0.4326670467853546,1.8957289503469332,0.4532374143600464
1.8626080906143785,0.4654102325439453,1.8591263157000644,0.4618019759654999
1.7548889829344054,0.4931277334690094,1.8191645247922363,0.46659815311431885
1.64667192616509,0.5200456976890564,1.7809775750822463,0.480986624956131
1.5344105529258665,0.5493622422218323,1.7714866077136242,0.48646795749664307
1.4355942186073827,0.5747953653335571,1.7809238253329134,0.4936622083187103
1.3443454217665676,0.6004949808120728,1.808302603506315,0.4830421507358551
1.2648440541209844,0.6279459595680237,1.797391805063988,0.4874957203865051
1.1943339339760446,0.6524271965026855,1.7931426536877624,0.4898937940597534
1.1298913084391795,0.6683799624443054,1.823549411238853,0.486810564994812
1.0740096322473018,0.6835712790489197,1.81157275371741,0.4991435408592224
1.0257951195299477,0.7022653818130493,1.8505943915173386,0.4898937940597534
0.998669781104828,0.707443356513977,1.8608696547711128,0.4799588918685913
0.9646516689204861,0.7180277705192566,1.858782448969544,0.49434739351272583
0.9295668125969556,0.7265562415122986,1.844973115163047,0.5005138516426086
0.9043270124609348,0.7373310327529907,1.8734959473794517,0.4905789792537689
0.8706432932652725,0.7478774189949036,1.8712680071500443,0.4813292324542999
0.8571185961555758,0.7536265254020691,1.8552673012069252,0.49571770429611206
0.8334059833186752,0.7601751089096069,1.8495844462506776,0.4960602819919586
0.8315224309728279,0.7603654861450195,1.8695022377423858,0.49263447523117065
0.8109655653207206,0.7667237520217896,1.8784886843213155,0.4878382980823517
0.8155041446305447,0.7616980671882629,1.888924110135872,0.49503254890441895
0.8091449851243582,0.7695412039756775,1.8710154143046254,0.49743062257766724
0.8008462320821026,0.7699600458145142,1.9027736916979847,0.48955121636390686
0.7926385617610184,0.772549033164978,1.9041473454667837,0.48509764671325684
0.7822363337720664,0.7760898470878601,1.8971700516005174,0.48886606097221375
0.7771793594161556,0.7774224281311035,1.8943441569212978,0.4977732002735138
0.7745082854316867,0.779554545879364,1.8815547255221685,0.4878382980823517
0.7845997056165878,0.7712925672531128,1.8489363722378116,0.50531005859375
0.7620366642912206,0.7847706079483032,1.8492744601969442,0.5025693774223328
0.7821214708718214,0.7750999331474304,1.848299070534211,0.5032545328140259
0.7936810685661029,0.7686655521392822,1.8506681123552522,0.49571770429611206
0.816931066659662,0.7634875178337097,1.888626124320597,0.4929770529270172
0.807619066549759,0.7687416672706604,1.8778924563846673,0.48338472843170166
0.7937039659882463,0.7736150622367859,1.8528729593480193,0.48886606097221375
0.7920939571762593,0.7750238180160522,1.8649026167315137,0.4840698838233948
0.7800119801904731,0.7815724611282349,1.8623167957169995,0.4922918677330017
0.8193779129358375,0.7630687355995178,1.8670037339998868,0.4854402244091034
0.898589979733101,0.7371787428855896,1.859717966228693,0.486810564994812
0.8921313286054572,0.7419379353523254,1.83132885087635,0.4967454671859741
0.8367957498149919,0.758538007736206,1.8374198176918801,0.503939688205719
0.8582761923018215,0.753969132900238,1.860543011618461,0.4946899712085724
0.8913303803426299,0.7415191531181335,1.864628387155007,0.49434739351272583
0.8967703433370854,0.7384352087974548,1.8187854484606785,0.5018842220306396
0.9225194031321251,0.7318103909492493,1.84029183456366,0.4892086386680603
0.9530774957789209,0.7238911390304565,1.8452230577968742,0.49640288949012756
0.9562275689442045,0.7214163541793823,1.7948581360512785,0.5087358951568604
0.9635171973634942,0.7209594249725342,1.8368666003770557,0.4936622083187103
1.1351635675259641,0.6647629737854004,1.8710442102294378,0.47824597358703613
1.2910223785046735,0.6159147024154663,1.7923728233741218,0.50531005859375
1.1411000829230438,0.6612983345985413,1.7876794575093011,0.5005138516426086
1.0573861692148279,0.6910337209701538,1.7778675168211553,0.5056526064872742
1.0460560111937784,0.6957928538322449,1.8148955592311953,0.503939688205719
1.0805226271206507,0.6815153360366821,1.803889864926144,0.4936622083187103
1.1493475981083638,0.6626308560371399,1.780400390819394,0.504967451095581
1.1432183974042929,0.6657528877258301,1.8012713939206737,0.48955121636390686
1.1105637402891229,0.6768703460693359,1.8046617641886769,0.4998286962509155
1.1787439943880393,0.6529221534729004,1.8210359405842331,0.48646795749664307
1.3081393211745271,0.6161812543869019,1.8233832690600624,0.47413498163223267
1.3508224054493043,0.5998096466064453,1.7694687104135314,0.49263447523117065
1.280041039137529,0.6263468265533447,1.7839416430069184,0.4946899712085724
