val_loss,val_acc,loss,acc
2.4627089942160483,0.32468113676630483,2.794647707319692,0.25662974152483503
2.2395665582380295,0.3756992615997778,2.302917759877611,0.35504084144567527
2.068796596129113,0.3920340121165835,2.1685297323764536,0.3955466040058185
1.949321145684854,0.43678675319530147,1.9572827890840463,0.4338704263108868
1.885776394804363,0.4544640859319316,1.8201616765322455,0.4669352131587781
1.846146973701472,0.46699485354147174,1.673535327190012,0.5081123419492
1.8229887878155917,0.4822107855306426,1.5090129945293373,0.5582410204800048
1.825488069628837,0.48802864187434364,1.335102184274739,0.5996978852097135
1.8722178204850772,0.48869993299092457,1.1361737737749544,0.65916974374855
1.9368715825084073,0.48579100480573667,0.9238372533609767,0.7212711200893386
2.0119500978330715,0.4784068025233469,0.7151264721239868,0.7885196374488967
2.1560505039608167,0.4784068025366842,0.5359465611238428,0.8502853306545378
2.256032485800799,0.477511747701239,0.3784774234094275,0.9044422065370019
2.407159247716339,0.47281270987183543,0.27215543541049775,0.9364999440261365
2.5088583194161185,0.47460281951605116,0.19302933290392357,0.9609488642787966
2.650490510007577,0.4705750728432405,0.14491069323199968,0.9712990936289114
2.695531922742861,0.4705750728432405,0.11810524915073546,0.9787960165336893
