val_loss,val_acc,loss,acc
2.603712724213815,0.31385985951942796,2.9709343223054643,0.21621621622068396
2.3149451524075406,0.34983724517294945,2.4610388914349195,0.3261661027125456
2.198196721644726,0.38564330993479645,2.2766388126801704,0.3637298154576655
2.170558019841965,0.41014219634905036,2.2048632146439346,0.38870090378062466
2.0074703450355704,0.43172862774524784,2.1191365680342473,0.41538527436101597
1.9340595634542794,0.4514305293968489,1.9383171700346764,0.43658714188076053
1.8987558730685672,0.4605105362598958,1.8573311098832954,0.4633143445115562
1.8593270709217666,0.4735309234221177,1.7735127661117585,0.4809183192892892
1.8515972078142662,0.47695734110243293,1.6818648239639722,0.5084593310194587
1.8144692975976031,0.4891211238905279,1.5945131237687515,0.5296611984524017
1.8050758663015414,0.49460339216882077,1.4954936263974528,0.5582301795148193
1.8213545208375952,0.49374678775895353,1.4012435206602272,0.5798175354843738
1.828606415105352,0.49169093714055284,1.3006466521631448,0.6114704245218359
